country_code,year,records_count,institutions_count,institutions_with_student_data,institutions_with_funding_ppp_data,institutions_with_funding_eur_data,median_students_per_institution,median_funding_per_student_ppp,median_funding_per_student_eur,student_data_coverage,funding_ppp_data_coverage
IT,2014,215,215,213,90,90,650.0,6653.543166453164,6866.057335189678,0.9906976744186047,0.4186046511627907
IT,2015,215,215,214,89,89,672.5,6918.886632421455,7108.118181818182,0.9953488372093023,0.413953488372093
IT,2016,216,216,214,0,0,790.0,,,0.9907407407407407,0.0
IT,2017,206,206,206,0,0,907.5,,,1.0,0.0
IT,2018,207,207,207,0,0,925.0,,,1.0,0.0
IT,2019,207,207,207,0,0,1020.0,,,1.0,0.0
IT,2020,208,208,208,0,0,1057.5,,,1.0,0.0
IT,2021,208,208,208,0,0,1065.0,,,1.0,0.0
IT,2022,210,210,208,0,0,1015.0,,,0.9904761904761905,0.0
IT,2023,209,209,209,0,0,1090.0,,,1.0,0.0
LI,2014,1,1,1,1,1,655.0,18922.88609200166,27860.701440363617,1.0,1.0
LI,2015,1,1,1,1,1,655.0,21029.486571056535,33845.08687593328,1.0,1.0
LI,2016,1,1,1,1,1,655.0,18490.352814764177,29347.1173018187,1.0,1.0
LI,2017,2,2,2,1,1,385.0,18936.21062604849,29453.92401569153,1.0,0.5
LI,2018,2,2,2,1,1,405.0,19491.40963261459,29336.512200208548,1.0,0.5
LI,2019,2,2,2,1,1,412.5,19270.04990226391,30198.92601053366,1.0,0.5
LI,2020,2,2,2,1,1,437.5,25750.110600225307,41598.515896875884,1.0,0.5
LI,2021,2,2,2,1,1,432.5,21551.337032196203,33023.72114285101,1.0,0.5
LI,2022,2,2,2,1,1,425.0,23181.482200042636,35677.84007756139,1.0,0.5
LI,2023,2,2,2,1,1,415.0,24394.293018298355,38188.941902097155,1.0,0.5
LT,2014,43,43,40,37,37,1707.5,9861.778851513262,1763.792628708815,0.9302325581395349,0.8604651162790697
LT,2015,43,43,33,30,30,1870.0,3027.696282556289,1877.4229939763516,0.7674418604651163,0.6976744186046512
LT,2016,43,43,33,30,30,1845.0,3185.0942273925343,2010.3327384091185,0.7674418604651163,0.6976744186046512
LT,2017,41,41,33,26,26,1690.0,3636.918823435468,2344.1360215382733,0.8048780487804879,0.6341463414634146
LT,2018,38,38,31,24,24,1610.0,4344.077754082654,2861.01395291659,0.8157894736842105,0.631578947368421
