country_code,year,metric,exclusion_reason,student_coverage_share,complete_isced_structure_share
FR,2023,isced_structure,complete_isced_structure_below_80pct,,0.0
IS,2015,isced_structure,complete_isced_structure_below_80pct,,0.0
IS,2016,isced_structure,complete_isced_structure_below_80pct,,0.0
IS,2020,isced_structure,complete_isced_structure_below_80pct,,0.0
IS,2021,isced_structure,complete_isced_structure_below_80pct,,0.42857142857142855
IS,2022,isced_structure,complete_isced_structure_below_80pct,,0.2857142857142857
IS,2023,isced_structure,complete_isced_structure_below_80pct,,0.14285714285714285
LT,2015,isced_structure,complete_isced_structure_below_80pct,,0.7674418604651163
LT,2016,isced_structure,complete_isced_structure_below_80pct,,0.7674418604651163
LT,2018,isced_structure,complete_isced_structure_below_80pct,,0.7894736842105263
LT,2020,isced_structure,complete_isced_structure_below_80pct,,0.7222222222222222
LT,2021,isced_structure,complete_isced_structure_below_80pct,,0.7142857142857143
LU,2016,isced_structure,complete_isced_structure_below_80pct,,0.5
LU,2017,isced_structure,complete_isced_structure_below_80pct,,0.3333333333333333
LU,2018,isced_structure,complete_isced_structure_below_80pct,,0.3333333333333333
LU,2019,isced_structure,complete_isced_structure_below_80pct,,0.3333333333333333
LU,2020,isced_structure,complete_isced_structure_below_80pct,,0.3333333333333333
LU,2021,isced_structure,complete_isced_structure_below_80pct,,0.3333333333333333
LU,2022,isced_structure,complete_isced_structure_below_80pct,,0.3333333333333333
LU,2023,isced_structure,complete_isced_structure_below_80pct,,0.3333333333333333
LV,2023,isced_structure,complete_isced_structure_below_80pct,,0.6190476190476191
ME,2014,isced_structure,complete_isced_structure_below_80pct,,0.0
ME,2015,isced_structure,complete_isced_structure_below_80pct,,0.0
ME,2016,isced_structure,complete_isced_structure_below_80pct,,0.0
ME,2022,isced_structure,complete_isced_structure_below_80pct,,0.42857142857142855
MK,2014,isced_structure,complete_isced_structure_below_80pct,,0.38461538461538464
MK,2015,isced_structure,complete_isced_structure_below_80pct,,0.0
MK,2016,isced_structure,complete_isced_structure_below_80pct,,0.0
MK,2017,isced_structure,complete_isced_structure_below_80pct,,0.4117647058823529
MK,2018,isced_structure,complete_isced_structure_below_80pct,,0.5882352941176471
MK,2019,isced_structure,complete_isced_structure_below_80pct,,0.7647058823529411
MT,2017,isced_structure,complete_isced_structure_below_80pct,,0.75
NL,2023,isced_structure,complete_isced_structure_below_80pct,,0.6491228070175439
RO,2014,isced_structure,complete_isced_structure_below_80pct,,0.46875
RO,2015,isced_structure,complete_isced_structure_below_80pct,,0.17708333333333334
RO,2016,isced_structure,complete_isced_structure_below_80pct,,0.20212765957446807
RO,2017,isced_structure,complete_isced_structure_below_80pct,,0.22340425531914893
RO,2018,isced_structure,complete_isced_structure_below_80pct,,0.21505376344086022
RO,2019,isced_structure,complete_isced_structure_below_80pct,,0.2391304347826087
RO,2020,isced_structure,complete_isced_structure_below_80pct,,0.15555555555555556
RO,2021,isced_structure,complete_isced_structure_below_80pct,,0.5111111111111111
RS,2014,isced_structure,complete_isced_structure_below_80pct,,0.36585365853658536
RS,2015,isced_structure,complete_isced_structure_below_80pct,,0.32608695652173914
UK,2017,isced_structure,complete_isced_structure_below_80pct,,0.6782945736434108
UK,2018,isced_structure,complete_isced_structure_below_80pct,,0.68359375
UK,2019,isced_structure,complete_isced_structure_below_80pct,,0.6862745098039216
UK,2020,isced_structure,complete_isced_structure_below_80pct,,0.7086614173228346
UK,2021,isced_structure,complete_isced_structure_below_80pct,,0.7103174603174603
UK,2023,isced_structure,complete_isced_structure_below_80pct,,0.7918367346938775
VA,2017,isced_structure,complete_isced_structure_below_80pct,,0.0
VA,2018,isced_structure,complete_isced_structure_below_80pct,,0.0
VA,2019,isced_structure,complete_isced_structure_below_80pct,,0.0
VA,2020,isced_structure,complete_isced_structure_below_80pct,,0.0
VA,2021,isced_structure,complete_isced_structure_below_80pct,,0.0
XK,2017,isced_structure,complete_isced_structure_below_80pct,,0.5517241379310345
XK,2018,isced_structure,complete_isced_structure_below_80pct,,0.6206896551724138
XK,2019,isced_structure,complete_isced_structure_below_80pct,,0.5517241379310345
XK,2022,isced_structure,complete_isced_structure_below_80pct,,0.0
XK,2023,isced_structure,complete_isced_structure_below_80pct,,0.782608695652174
